No.;Category;Brand;Product Name;Size;Wholesale Price (€);Suggested Selling Price (€);Profit per Unit (€);Margin %;Stock Available;Source ID;EAN;Variant Group;Your Decision (KEEP/REMOVE);Your Custom Price (€)

--- PERFUMES ---
115;Perfumes;Chanel;Chanel No.5 L'Eau EDT W 100 ml;100 ml;149.79;239.95;90.16;37.6%;3;DST171532;3145891055306;Chanel - chanel no.5 edp w;;
116;Perfumes;Chanel;Chanel No.5 Eau Premiere EDP W 100 ml;100 ml;153.09;224.95;71.86;31.9%;7;DST432741;3145891053401;Chanel - chanel no.5 edp w;;
117;Perfumes;Chanel;Chanel Gabrielle EDP W 100 ml;100 ml;155.33;229.95;74.62;32.5%;6;DST372491;3145891205251;Chanel - chanel no.5 edp w;;
118;Perfumes;Chanel;Chanel No.5 EDP W 100 ml;100 ml;163.08;239.95;76.87;32.0%;3;DST846578;3145891253603;Chanel - chanel no.5 edp w;;
119;Perfumes;Chanel;Chanel Gabrielle Essence EDP W 100 ml;100 ml;173.00;254.95;81.95;32.1%;3;DST69782;3145891206302;Chanel - chanel no.5 edp w;;
120;Perfumes;Chanel;Chanel Chance EDT W 150 ml;150 ml;137.21;219.95;82.74;37.6%;4;DST190685;3145891264906;Chanel - chanel no.5 edp w;;
121;Perfumes;Chanel;Chanel No.5 EDP W 200 ml;200 ml;202.05;294.95;92.90;31.5%;136;DST229995;3145891255607;Chanel - chanel no.5 edp w;;
122;Perfumes;Chanel;Chanel Chance Eau Tendre EDT 3 x 20 ml napln do kapesniho spreje W;20 ml;86.60;139.95;53.35;38.1%;280;DST380139;3145891263053;Chanel - chanel chance eau fraîche - eau de parfum;;
123;Perfumes;Chanel;Chanel Chance Eau Fraiche EDT W 35 ml;35 ml;70.55;134.95;64.40;47.7%;6;DST859411;3145891364309;Chanel - chanel chance eau fraîche - eau de parfum;;
124;Perfumes;Chanel;Chanel Chance Eau Fraiche EDP W 35 ml;35 ml;81.20;129.95;48.75;37.5%;7;DST3145891364408;3145891364408;Chanel - chanel chance eau fraîche - eau de parfum;;
125;Perfumes;Chanel;Chanel Chance 35 Ml Women 35ml Eau De Parfum;35 ml;88.49;144.95;56.46;39.0%;9;DST165854;3145891264302;Chanel - chanel chance eau fraîche - eau de parfum;;
126;Perfumes;Chanel;Chanel Chance Eau Frai 12che   50 Ml   Eau De Toilette Vaporizer Spray   Womens Perfume;50 ml;99.09;159.95;60.86;38.0%;24;DST60664;3145891364101;Chanel - chanel chance eau fraîche - eau de parfum;;
127;Perfumes;Chanel;Chanel Chance Eau De Parfum Spray 50 ml for Women;50 ml;118.37;189.95;71.58;37.7%;15;DST229288;3145891264203;Chanel - chanel chance eau fraîche - eau de parfum;;
128;Perfumes;Chanel;Chanel Chance Eau De Parfum Spray 100 ml for Women;100 ml;156.07;229.95;73.88;32.1%;7;DST59205;3145891265200;Chanel - chanel chance eau fraîche - eau de parfum;;
129;Perfumes;Chanel;Chanel Chance Eau Fraîche 100 ml - Eau de Parfum;100 ml;157.53;229.95;72.42;31.5%;18;DST858768;3145891361506;Chanel - chanel chance eau fraîche - eau de parfum;;
130;Perfumes;Chanel;Chanel Chance Eau Vive EDT W 150 ml;150 ml;132.74;214.95;82.21;38.2%;376;DST230787;3145891265705;Chanel - chanel chance eau fraîche - eau de parfum;;
131;Perfumes;Chanel;Chanel Chance Eau Fraiche EDT W 150 ml;150 ml;165.33;239.95;74.62;31.1%;6;DST905803;3145891364705;Chanel - chanel chance eau fraîche - eau de parfum;;
132;Perfumes;Chanel;Allure Sport Eau Extreme Eau de Parfum (EDP) 50ml;50 ml;96.39;154.95;58.56;37.8%;3;DST1291079;3145891235500;Chanel - chanel allure eau de parfum women s perfume;;
133;Perfumes;Chanel;Chanel Allure 100 Ml   Eau De Parfum   Women s Perfume;100 ml;155.29;229.95;74.66;32.5%;14;DST372565;3145891125306;Chanel - chanel allure eau de parfum women s perfume;;
134;Perfumes;Creed;Pure White Cologne by Creed 75 ml - Eau De Parfum Spray;75 ml;262.21;384.95;122.74;31.9%;6;DST384762;3508440752031;Creed - pure white cologne by creed - eau de parfum spray;;
135;Perfumes;Creed;Creed Les Royales Exclusives White Flowers EDP U 75 ml;75 ml;256.66;374.95;118.29;31.5%;12;DST1376412;3508440752055;Creed - creed les royales exclusives white flowers edp u;;
136;Perfumes;Creed;Creed Millesime Silver Mountain Water Eau de Parfum 100ml;100 ml;212.70;309.95;97.25;31.4%;3;DST849235;3508441001053;Creed - creed millesime silver mountain water eau de parfu;;
137;Perfumes;Dior;Dior J'adore Parfum D'eau 30 ml Eau de Parfum - Damesparfum;30 ml;62.86;119.95;57.09;47.6%;8;DST304836;3348901639989;Dior - dior j'adore eau de parfum (woman);;
138;Perfumes;Dior;Christian Dior J'adore (w) Edp 50 Ml Fr;50 ml;89.19;144.95;55.76;38.5%;15;DST358591;3348900417885;Dior - dior j'adore eau de parfum (woman);;
139;Perfumes;Dior;Dior J'adore 50 ml Eau de Parfum Infinissime - Damesparfum;50 ml;97.76;159.95;62.19;38.9%;6;DST342564;3348901521406;Dior - dior j'adore eau de parfum (woman);;
140;Perfumes;Dior;Dior J'adore Parfum D'eau Edp Spray 100ml;100 ml;115.89;189.95;74.06;39.0%;10;DST318353;3348901597715;Dior - dior j'adore eau de parfum (woman);;
141;Perfumes;Dior;Dior J'adore Eau De Parfum 150 ml (woman);150 ml;150.71;219.95;69.24;31.5%;10;DST1355024;3348901738231;Dior - dior j'adore eau de parfum (woman);;
142;Perfumes;Dior;Miss Dior Rose N'roses Edt 30ml;30 ml;61.16;119.95;58.79;49.0%;3;DST317750;3348901582513;Dior - dior miss dior eau de parfum spray;;
143;Perfumes;Dior;Miss Dior Blooming Bouquet Edt Spray 50ml;50 ml;76.23;144.95;68.72;47.4%;19;DST723155;3348901627368;Dior - dior miss dior eau de parfum spray;;
144;Perfumes;Dior;Dior Miss Dior Blooming Bouquet eau de toilette for women 150 ml;150 ml;124.05;199.95;75.90;38.0%;4;DST1277716;3348901627382;Dior - dior miss dior eau de parfum spray;;
145;Perfumes;Dior;Dior Miss Dior Eau De Parfum 150ml Spray;150 ml;147.39;239.95;92.56;38.6%;7;DST365045;3348901581370;Dior - dior miss dior eau de parfum spray;;
146;Perfumes;Dior;Dior Sauvage Elixir 60 ml - Eau de Parfum - Herenparfum;60 ml;120.37;194.95;74.58;38.3%;15;DST428566;3348901567572;Dior - dior eau sauvage - eau de toilette - herenparfum;;
147;Perfumes;Dior;Dior Eau Sauvage 200 ml - Eau de Toilette - Herenparfum;200 ml;134.79;219.95;85.16;38.7%;24;DST358588;3348900627482;Dior - dior eau sauvage - eau de toilette - herenparfum;;
148;Perfumes;Diptyque;34 Boulevard Saint Germain Eau de Parfum;1 pcs;155.79;229.95;74.16;32.3%;3;DST1184553;3700431416117;Diptyque - 34 boulevard saint germain eau de parfum;;
149;Perfumes;Diptyque;Diptyque Oyedo Edt Spray;1 pcs;82.13;134.95;52.82;39.1%;9;DST936736;3700431443083;Diptyque - diptyque oyedo edt spray;;
150;Perfumes;Diptyque;Diptyque Oyedo Edt Spray;100 ml;143.09;229.95;86.86;37.8%;3;DST935613;3700431442857;Diptyque - diptyque oyedo edt spray;;
151;Perfumes;Diptyque;Diptyque Tam Dao Eau de toilette Spray;;95.23;154.95;59.72;38.5%;7;DST1375112;3700431405746;Diptyque - diptyque tam dao eau de parfum (unisex);;
152;Perfumes;Diptyque;Diptyque Tam Dao Eau De Parfum 75 ml (unisex);75 ml;136.60;219.95;83.35;37.9%;4;DST936740;3700431425782;Diptyque - diptyque tam dao eau de parfum (unisex);;
153;Perfumes;Diptyque;Diptyque Tam Dao Eau de Toilette Spray 100 ml;100 ml;109.01;174.95;65.94;37.7%;6;DST936741;3700431425935;Diptyque - diptyque tam dao eau de parfum (unisex);;
154;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana D y g to The...;1 pcs;32.64;64.95;32.31;49.7%;437;DST711751;8057971184897;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
155;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana D y g Q Edp ...;1 pcs;34.70;69.95;35.25;50.4%;85;DST1242573;8057971187836;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
156;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana D y g K Ph E...;1 pcs;36.42;69.95;33.53;47.9%;22;DST1242575;8057971187904;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
157;Perfumes;Dolce & Gabbana;DOLCE  GABBANA THE ONE GOLD 1 6 EAU DE PARFUM INTENSE SPRAY;1 pcs;40.45;79.95;39.50;49.4%;17;DST61406;3423222026028;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
158;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana D y g Q Edp ...;1 pcs;43.11;84.95;41.84;49.3%;5;DST1242574;8057971187843;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
159;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce D y Ga...;1 pcs;44.82;89.95;45.13;50.2%;39;DST1296070;8057971188000;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
160;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana D y g K Ph E...;1 pcs;51.04;99.95;48.91;48.9%;358;DST1242576;8057971187911;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
161;Perfumes;Dolce & Gabbana;"DOLCE &amp; GABBANA - Light Blue Eau de Toilette - 25 ml - eau de toilette";25 ml;23.82;54.95;31.13;56.7%;500;DST707942;8057971180332;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
162;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana Light Blue For Women 25 ml Eau de Toilette - Damesparfum";25 ml;26.68;64.95;38.27;58.9%;54;DST361016;3423473020257;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
163;Perfumes;Dolce & Gabbana;Dolce  Gabbana Light Blue Eau Intense Eau De Parfum Spray 25 ml for Women;25 ml;28.41;69.95;41.54;59.4%;67;DST117346;730870273715;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
164;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana Dolce Lily Eau de toilette spray - 30 ml -Damesparfum";30 ml;30.41;59.95;29.54;49.3%;8;DST848461;3423222052409;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
165;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana Q by Dolce &amp; Gabbana Eau de parfum spray - 30 ml";30 ml;31.17;59.95;28.78;48.0%;330;DST673261;8057971183647;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
166;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana The One Eau de Parfum 30ml";30 ml;32.69;64.95;32.26;49.7%;500;DST710345;8057971180479;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
167;Perfumes;Dolce & Gabbana;"DOLCE &amp; GABBANA - Devotion Eau de Parfum - 30 ml - Dames eau de parfum";30 ml;32.74;64.95;32.21;49.6%;359;DST839608;8057971183715;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
168;Perfumes;Dolce & Gabbana;Dolce and Gabbana The One Eau De Perfume Spray 30ml;30 ml;35.46;69.95;34.49;49.3%;17;DST682852;3423473020981;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
169;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce g Devo...;30 ml;35.68;69.95;34.27;49.0%;200;DST1297124;8057971188277;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
170;Perfumes;Dolce & Gabbana;"DOLCE &amp; GABBANA - Light Blue Summer Vibes Eau de Toilette Limited Edition - 50 ml - Dames Eau de Toilette";50 ml;29.85;69.95;40.10;57.3%;10;DST672270;8057971183494;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
171;Perfumes;Dolce & Gabbana;"DOLCE &amp; GABBANA - Light Blue Eau de Toilette - 50 ml - eau de toilette";50 ml;31.41;59.95;28.54;47.6%;500;DST709707;8057971180349;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
172;Perfumes;Dolce & Gabbana;"Herenparfum Dolce &amp; Gabbana EDT K By D&amp;G 50 ml";50 ml;34.22;69.95;35.73;51.1%;75;DST707963;8057971181483;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
173;Perfumes;Dolce & Gabbana;Dolce & Gabbana Dolce Violet Eau De Toilette Pro zeny 50 Ml;50 ml;35.01;69.95;34.94;49.9%;8;DST843772;8057971183791;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
174;Perfumes;Dolce & Gabbana;Dolce  Gabbana Light Blue Eau Intense Eau De Parfum Spray 50 ml for Women;50 ml;36.02;69.95;33.93;48.5%;137;DST117198;730870273753;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
175;Perfumes;Dolce & Gabbana;Dolce & Gabbana K by Dolce & Gabbana EDT M 50 ml;50 ml;38.01;74.95;36.94;49.3%;13;DST352638;3423473042853;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
176;Perfumes;Dolce & Gabbana;"Dolce&amp;Gabbana Rose 50 Vrouwen 50 ml";50 ml;38.25;74.95;36.70;49.0%;12;DST1198417;3423222016227;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
177;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana Light Blue Eau Intense Eau de Parfum 50ml";50 ml;40.67;79.95;39.28;49.1%;111;DST707954;8057971181346;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
178;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana Q - 50 ml - eau de parfum spray - damesparfum";50 ml;41.17;79.95;38.78;48.5%;7;DST708265;8057971183654;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
179;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana Dolce 50 ml - Eau de Parfum - Damesparfum";50 ml;41.39;79.95;38.56;48.2%;11;DST859222;737052746890;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
180;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana The One 50 ml - Eau de Parfum - Damesparfum";50 ml;41.58;79.95;38.37;48.0%;34;DST355495;3423473020998;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
181;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana The One Gold Eau de Parfum Intense - 50 ml - Damesparfum";50 ml;41.78;79.95;38.17;47.7%;18;DST194260;3423222015787;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
182;Perfumes;Dolce & Gabbana;Dolce & Gabbana The One Gold Eau De Parfum Intense 50 ml (woman);50 ml;42.32;84.95;42.63;50.2%;72;DST1292348;8057971188673;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
183;Perfumes;Dolce & Gabbana;"Damesparfum Dolce &amp; Gabbana EDP 50 ml The One";50 ml;43.30;84.95;41.65;49.0%;500;DST723975;8057971180486;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
184;Perfumes;Dolce & Gabbana;"DOLCE &amp; GABBANA - Devotion Eau de Parfum - 50 ml - Dames eau de parfum";50 ml;43.40;84.95;41.55;48.9%;14;DST839606;8057971183722;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
185;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce g Devo...;50 ml;45.22;89.95;44.73;49.7%;204;DST1297122;8057971188284;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
186;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana The Only One...;50 ml;45.60;89.95;44.35;49.3%;232;DST707960;8057971184903;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
187;Perfumes;Dolce & Gabbana;Dolce & Gabbana The Only One Intense Eau De Parfum 50 ml (woman);50 ml;47.89;94.95;47.06;49.6%;500;DST1172487;8057971186679;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
188;Perfumes;Dolce & Gabbana;Dolce & Gabbana The Only One EDP W 50 ml;50 ml;49.50;94.95;45.45;47.9%;26;DST127974;3423478452558;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
189;Perfumes;Dolce & Gabbana;Dolce & Gabbana Dolce Violet Eau De Toilette Pro zeny 75 Ml;75 ml;39.27;74.95;35.68;47.6%;29;DST843773;8057971183807;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
190;Perfumes;Dolce & Gabbana;Dolce & Gabbana Dolce Lily EDT W 75ml;75 ml;40.33;79.95;39.62;49.6%;12;DST1292133;8057971183029;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
191;Perfumes;Dolce & Gabbana;Dolce & Gabbana Dolce Rose Eau De Toilette 75 ml (woman);75 ml;40.47;79.95;39.48;49.4%;132;DST1243137;8057971182060;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
192;Perfumes;Dolce & Gabbana;Dolce & Gabbana Dolce Rose EDT W 75 ml;75 ml;41.36;79.95;38.59;48.3%;8;DST63153;3423222016234;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
193;Perfumes;Dolce & Gabbana;Dolce & Gabbana Dolce Shine EDP W 75 ml;75 ml;42.57;84.95;42.38;49.9%;6;DST351163;3423473005353;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
194;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce Garden...;75 ml;43.91;84.95;41.04;48.3%;500;DST707964;8057971184590;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
195;Perfumes;Dolce & Gabbana;Dolce & Gabbana Dolce Shine Eau De Parfum 75 ml (woman);75 ml;44.10;84.95;40.85;48.1%;3;DST1243529;8057971180042;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
196;Perfumes;Dolce & Gabbana;Dolce & Gabbana Dolce Peony Eau De Parfum 75 ml (woman);75 ml;44.12;84.95;40.83;48.1%;189;DST1172482;8057971186297;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
197;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana The One Gold Eau de Parfum 75ml";75 ml;46.14;89.95;43.81;48.7%;18;DST59712;3423222015763;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
198;Perfumes;Dolce & Gabbana;"Dolce&amp;Gabbana Dolce Garden 75 ml - Eau de Parfum - Damesparfum";75 ml;46.70;89.95;43.25;48.1%;7;DST155237;3423478400658;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
199;Perfumes;Dolce & Gabbana;Dolce Gabbana - Dolce Peony - Eau De Parfum - 75Ml;75 ml;48.29;94.95;46.66;49.1%;25;DST353238;3423478642058;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
200;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana - Dolce - Eau De Parfum - 75ML";75 ml;49.01;94.95;45.94;48.4%;8;DST355123;3423473020042;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
201;Perfumes;Dolce & Gabbana;Dolce & Gabbana The One Gold Eau De Parfum Intense 75 ml (woman);75 ml;50.89;99.95;49.06;49.1%;93;DST1288949;8057971188680;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
202;Perfumes;Dolce & Gabbana;Dolce & Gabbana The One EDP W 75 ml;75 ml;51.53;99.95;48.42;48.4%;176;DST355506;3423473021001;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
203;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana The One - 75ml - Eau de parfum";75 ml;52.73;104.95;52.22;49.8%;500;DST845668;8057971180493;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
204;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana 3 L'Impératrice Eau de Toilette 100ml";100 ml;33.61;64.95;31.34;48.3%;80;DST671167;3423222015565;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
205;Perfumes;Dolce & Gabbana;"DOLCE &amp; GABBANA - Light Blue Summer Vibes Eau de Toilette Limited Edition - 100 ml - Dames Eau de Toilette";100 ml;40.29;79.95;39.66;49.6%;40;DST671636;8057971183500;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
206;Perfumes;Dolce & Gabbana;Dolce  Gabbana Dolce  Gabbana Eau De Toilette Spray 100 ml for Women;100 ml;42.64;84.95;42.31;49.8%;128;DST372477;737052074610;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
207;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana Q - 100 ml - eau de parfum spray - damesparfum";100 ml;42.77;84.95;42.18;49.7%;166;DST676774;8057971183661;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
208;Perfumes;Dolce & Gabbana;"DOLCE &amp; GABBANA - Devotion Eau de Parfum - 100 ml - Dames eau de parfum";100 ml;43.60;84.95;41.35;48.7%;439;DST839604;8057971183739;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
209;Perfumes;Dolce & Gabbana;Dolce & Gabbana Light Blue EDT W 100 ml;100 ml;44.67;84.95;40.28;47.4%;135;DST117231;737052074320;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
210;Perfumes;Dolce & Gabbana;DOLCE & GABBANA Pour Femme Eau De Toilette 100 ML;100 ml;47.55;94.95;47.40;49.9%;500;DST1287000;8057971180394;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
211;Perfumes;Dolce & Gabbana;"DOLCE &amp; GABBANA - Light Blue Eau de Toilette - 100 ml - eau de toilette";100 ml;52.20;99.95;47.75;47.8%;84;DST707943;8057971180318;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
212;Perfumes;Dolce & Gabbana;Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce and Gabbana Dolce g Devo...;100 ml;52.33;99.95;47.62;47.6%;500;DST1297120;8057971188291;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
213;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana The Only One Intense Eau de Parfum 100ml";100 ml;55.22;104.95;49.73;47.4%;104;DST1191431;8057971186655;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
214;Perfumes;Dolce & Gabbana;Dolce  Gabbana Light Blue Eau Intense Eau De Parfum Spray 100 ml for Women;100 ml;56.96;109.95;52.99;48.2%;141;DST117398;730870273791;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
215;Perfumes;Dolce & Gabbana;"Dolce &amp; Gabbana The Only One Eau de Parfum 100ml";100 ml;57.48;109.95;52.47;47.7%;500;DST707961;8057971184910;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
216;Perfumes;Dolce & Gabbana;Dolce & Gabbana The Only One EDP W 100 ml;100 ml;67.53;129.95;62.42;48.0%;13;DST354345;3423478452657;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
217;Perfumes;Dolce & Gabbana;Dolce & Gabbana Velvet Desert Oud EDP U 100 ml;100 ml;184.99;269.95;84.96;31.5%;3;DST1334662;8054754400038;"Dolce & Gabbana - dolce &amp; gabbana velvet cypress eau de parfum (";;
